,,,,,Khandi Alexander,Invasion U.S.A. 
,,,,,Billy Drago,Roll Bounce 
,,,,,Jurnee Smollett-Bell,Rushmore 
,,,,,Bill Murray,Skyline 
,,,,,David Zayas,The Second Best Exotic Marigold Hotel 
,,,,,Tina Desai,Kit Kittredge: An American Girl 
,,,,,Julia Ormond,The Perfect Man 
,,,,,Ben Feldman,Mo' Better Blues 
,,,,,Denzel Washington,Kung Pow: Enter the Fist 
,,,,,Steve Oedekerk,Tremors 
,,,,,Reba McEntire,Wrong Turn 
,,,,,Kevin Zegers,The Long Riders 
,,,,,Dennis Quaid,The Corruptor 
,,,,,Byron Mann,Mud 
,,,,,Matthew McConaughey,Reno 911!: Miami 
,,,,,Wendi McLendon-Covey,One Direction: This Is Us 
,,,,,Harry Styles,"The Goods: Live Hard, Sell Hard "
,,,,,Rob Riggle,Hey Arnold! The Movie 
,,,,,Jennifer Jason Leigh,My Week with Marilyn 
,,,,,Eddie Redmayne,The Matador 
,,,,,Adam Scott,Love Jones 
,,,,,Leonard Roberts,The Gift 
,,,,,Busy Philipps,End of the Spear 
,,,,,Chase Ellison,Get Over It 
,,,,,Mila Kunis,Office Space 
,,,,,Gary Cole,Drop Dead Gorgeous 
,,,,,Kirsten Dunst,Big Eyes 
,,,,,Christoph Waltz,Very Bad Things 
,,,,,Jon Favreau,Sleepover 
,,,,,Steve Carell,Body Double 
,,,,,Melanie Griffith,MacGruber 
,,,,,Jasper Cole,Dirty Pretty Things 
,,,,,Sophie Okonedo,Movie 43 
,,,,,Hugh Jackman,The Tourist 
,,,,,Johnny Depp,Over Her Dead Body 
,,,,,Stephen Root,Seeking a Friend for the End of the World 
,,,,,Steve Carell,Cedar Rapids 
,,,,,Kurtwood Smith,Bones             
,,,,,Michaela Conlin,American History X 
,,,,,Ethan Suplee,The Collection 
,,,,,Daniel Sharman,Teacher's Pet 
,,,,,Nathan Lane,The Red Violin 
,,,,,Johannes Silberschneider,The Straight Story 
,,,,,Sissy Spacek,Deuces Wild 
,,,,,Norman Reedus,Bad Words 
,,,,,Beth Grant,"Run, Fatboy, Run "
,,,,,Dylan Moran,Heartbeeps 
,,,,,Bernadette Peters,Black or White 
,,,,,Jennifer Ehle,On the Line 
,,,,,Jerry Stiller,Rescue Dawn 
,,,,,Christian Bale,Danny Collins 
,,,,,Al Pacino,"Jeff, Who Lives at Home "
,,,,,Judy Greer,I Am Love 
,,,,,Flavio Parenti,Atlas Shrugged II: The Strike 
,,,,,Robert Picardo,Romeo Is Bleeding 
,,,,,Gary Oldman,The Limey 
,,,,,Peter Fonda,Crash 
,,,,,Don Cheadle,The House of Mirth 
,,,,,Eric Stoltz,Malone 
,,,,,Cliff Robertson,Peaceful Warrior 
,,,,,Scott Mechlowicz,Bucky Larson: Born to Be a Star 
,,,,,Don Johnson,Bamboozled 
,,,,,Gillian White,The Forest 
,,,,,Eoin Macken,Sphinx 
,,,,,Frank Langella,While We're Young 
,,,,,Naomi Watts,A Better Life 
,,,,,Demián Bichir,Spider 
,,,,,Miranda Richardson,Gun Shy 
,,,,,Liam Neeson,Nicholas Nickleby 
,,,,,Charlie Hunnam,The Iceman 
,,,,,Chris Evans,Dekalog             
,,,,,Krystyna Janda,Krrish 
,,,,,Naseeruddin Shah,Cecil B. DeMented 
,,,,,Alicia Witt,Killer Joe 
,,,,,Matthew McConaughey,The Joneses 
,,,,,Demi Moore,Owning Mahowny 
,,,,,Philip Seymour Hoffman,The Brothers Solomon 
,,,,,Jenna Fischer,My Blueberry Nights 
,,,,,Natalie Portman,Illuminata 
,,,,,Beverly D'Angelo,Swept Away 
,,,,,Bruce Greenwood,"War, Inc. "
,,,,,Bashar Rahal,Shaolin Soccer 
,,,,,Wei Zhao,The Brown Bunny 
,,,,,Vincent Gallo,The Swindle 
,,,,,Isabelle Huppert,Rosewater 
,,,,,Numan Acar,The Chambermaid on the Titanic 
,,,,,Olivier Martinez,Coriolanus 
,,,,,Gerard Butler,Imaginary Heroes 
,,,,,Kip Pardue,High Heels and Low Lifes 
,,,,,Minnie Driver,World's Greatest Dad 
,,,,,Robin Williams,Severance 
,,,,,Danny Dyer,Edmond 
,,,,,Joe Mantegna,Welcome to the Rileys 
,,,,,Kristen Stewart,Police Academy: Mission to Moscow 
,,,,,Christopher Lee,Blood Done Sign My Name 
,,,,,Ricky Schroder,"Cinco de Mayo, La Batalla "
,,,,,Jorge Luis Moreno,Elsa & Fred 
,,,,,Chris Noth,An Alan Smithee Film: Burn Hollywood Burn 
,,,,,Eric Idle,The Open Road 
,,,,,Jeff Bridges,The Good Guy 
,,,,,Adrian Martinez,Motherhood 
,,,,,Stephanie Szostak,Free Style 
,,,,,Madison Pettis,Strangerland 
,,,,,Nicholas Hamilton,The Janky Promoters 
,,,,,Mike Epps,Blonde Ambition 
,,,,,Drew Fuller,The Oxford Murders 
,,,,,Jim Carter,The Reef 
,,,,,Damian Walshe-Howling,Eulogy 
,,,,,Zooey Deschanel,White Noise 2: The Light 
,,,,,Teryl Rothery,You Got Served: Beat the World 
,,,,,Shane Pollard,Fifty Dead Men Walking 
,,,,,Jim Sturgess,Jungle Shuffle 
,,,,,Drake Bell,Adam Resurrected 
,,,,,Veronica Ferres,Of Horses and Men 
,,,,,Ingvar Eggert Sigurðsson,It's a Wonderful Afterlife 
,,,,,Sendhil Ramamurthy,The Devil's Tomb 
,,,,,Ray Winstone,Partition 
,,,,,Jimi Mistry,Good Intentions 
,,,,,Elaine Hendrix,"The Good, the Bad, the Weird "
,,,,,Kang-ho Song,Nurse 3D 
,,,,,Boris Kodjoe,Gunless 
,,,,,Tyler Mane,Adventureland 
,,,,,Kristen Stewart,The Lost City 
,,,,,Danny Pino,Next Friday 
,,,,,John Witherspoon,American Heist 
,,,,,Hayden Christensen,You Only Live Twice 
,,,,,Donald Pleasence,Plastic 
,,,,,Mem Ferda,Amour 
,,,,,Isabelle Huppert,Poltergeist III 
,,,,,Tom Skerritt,Re-Kill 
,,,,,Daniella Alonso,"It's a Mad, Mad, Mad, Mad World "
,,,,,Jonathan Winters,Volver 
,,,,,Carmen Maura,Heavy Metal 
,,,,,John Vernon,Gentlemen Broncos 
,,,,,Jizelle Jade,Richard III 
,,,,,Robert Downey Jr.,Into the Grizzly Maze 
,,,,,Scott Glenn,Kites 
,,,,,Bárbara Mori,Melancholia 
,,,,,Alexander Skarsgård,Red Dog 
,,,,,Noah Taylor,Jab Tak Hai Jaan 
,,,,,Shah Rukh Khan,Alien 
,,,,,Tom Skerritt,The Texas Chain Saw Massacre 
,,,,,Gunnar Hansen,The Runaways 
,,,,,Kristen Stewart,Fiddler on the Roof 
,,,,,Topol,Thunderball 
,,,,,Desmond Llewelyn,Detention 
,,,,,Josh Hutcherson,Loose Cannons 
,,,,,Riccardo Scamarcio,Set It Off 
,,,,,Vivica A. Fox,The Best Man 
,,,,,Harold Perrineau,Child's Play 
,,,,,Catherine Hicks,Sicko 
,,,,,Michael Moore,The Purge: Anarchy 
,,,,,Noel Gugliemi,Down to You 
,,,,,Rosario Dawson,Harold & Kumar Go to White Castle 
,,,,,Ethan Embry,The Contender 
,,,,,Jeff Bridges,Boiler Room 
,,,,,Vin Diesel,Trading Places 
,,,,,Don Ameche,Black Christmas 
,,,,,Oliver Hudson,Breakin' All the Rules 
,,,,,Jennifer Esposito,Henry V 
,,,,,Brian Blessed,The Savages 
,,,,,Philip Seymour Hoffman,Chasing Papi 
,,,,,Carlos Ponce,The Way of the Gun 
,,,,,Kristin Lehman,Igby Goes Down 
,,,,,Kieran Culkin,PCU 
,,,,,Jon Favreau,The Ultimate Gift 
,,,,,Bill Cobbs,The Bold and the Beautiful             
,,,,,Ronn Moss,The Ice Pirates 
,,,,,Anjelica Huston,Gracie 
,,,,,Emma Bell,Trust the Man 
,,,,,Billy Crudup,Hamlet 2 
,,,,,Steve Coogan,Velvet Goldmine 
,,,,,Christian Bale,The Wailing 
,,,,,Jung-min Hwang,Glee: The 3D Concert Movie 
,,,,,Lea Michele,The Legend of Suriyothai 
,,,,,Sarunyu Wongkrachang,Two Evil Eyes 
,,,,,John Amos,Barbecue 
,,,,,Lambert Wilson,All or Nothing 
,,,,,Lesley Manville,Princess Kaiulani 
,,,,,Q'orianka Kilcher,Opal Dream 
,,,,,Jacqueline McKenzie,Heist 
,,,,,Robert De Niro,Flame and Citron 
,,,,,Lars Mikkelsen,Undiscovered 
,,,,,Fisher Stevens,Red Riding: In the Year of Our Lord 1974 
,,,,,Andrew Garfield,The Girl on the Train 
,,,,,Catherine Deneuve,Veronika Decides to Die 
,,,,,Sarah Michelle Gellar,Crocodile Dundee 
,,,,,Paul Hogan,"Ultramarines: A Warhammer 40,000 Movie "
,,,,,Sean Pertwee,The I Inside 
,,,,,Stephen Graham,Beneath Hill 60 
,,,,,Harrison Gilbertson,Polisse 
,,,,,Riccardo Scamarcio,Awake 
,,,,,Hayden Christensen,Star Wars: The Clone Wars             
,,,,,Dee Bradley Baker,Skin Trade 
,,,,,Michael Jai White,The Lost Boys 
,,,,,Dianne Wiest,Crazy Heart 
,,,,,Jeff Bridges,The Rose 
,,,,,David Keith,Baggage Claim 
,,,,,Djimon Hounsou,Barbarella 
,,,,,Jane Fonda,Shipwrecked 
,,,,,Bjørn Sundquist,Election 
,,,,,Matthew Broderick,The Namesake 
,,,,,Jacinda Barrett,The DUFF 
,,,,,Bella Thorne,Glitter 
,,,,,Mariah Carey,The Haunting in Connecticut 2: Ghosts of Georgia 
,,,,,Abigail Spencer,Silmido 
,,,,,Yu-mi Jeong,Bright Star 
,,,,,Abbie Cornish,My Name Is Khan 
,,,,,Shah Rukh Khan,Footloose 
,,,,,Dianne Wiest,All Is Lost 
,,,,,Robert Redford,Limbo 
,,,,,Mary Elizabeth Mastrantonio,Namastey London 
,,,,,Katrina Kaif,The Wind That Shakes the Barley 
,,,,,Padraic Delaney,Yeh Jawaani Hai Deewani 
,,,,,Ranbir Kapoor,The Karate Kid 
,,,,,Martin Kove,Quo Vadis 
,,,,,Peter Ustinov,Repo! The Genetic Opera 
,,,,,Alexa PenaVega,Valley of the Wolves: Iraq 
,,,,,Necati Sasmaz,Pulp Fiction 
,,,,,Bruce Willis,The Muppet Movie 
,,,,,Madeline Kahn,Nightcrawler 
,,,,,Jake Gyllenhaal,Club Dread 
,,,,,Brittany Daniel,The Sound of Music 
,,,,,Eleanor Parker,Splash 
,,,,,Tom Hanks,Little Miss Sunshine 
,,,,,Steve Carell,Stand by Me 
,,,,,Marshall Bell,28 Days Later... 
,,,,,Noah Huntley,You Got Served 
,,,,,Jennifer Freeman,Escape from Alcatraz 
,,,,,Clint Eastwood,Brown Sugar 
,,,,,Boris Kodjoe,A Thin Line Between Love and Hate 
,,,,,Faizon Love,50/50 
,,,,,Joseph Gordon-Levitt,Shutter 
,,,,,James Kyson,Creepshow 
,,,,,Ted Danson,That Awkward Moment 
,,,,,Mackenzie Davis,Modern Problems 
,,,,,Brian Doyle-Murray,Kicks 
,,,,,Tina Gilton,Much Ado About Nothing 
,,,,,Keanu Reeves,On Her Majesty's Secret Service 
,,,,,Telly Savalas,The Player             
,,,,,Nick Wechsler,New Nightmare 
,,,,,Miko Hughes,Drive Me Crazy 
,,,,,Stephen Collins,Akeelah and the Bee 
,,,,,Curtis Armstrong,Half Baked 
,,,,,Dave Chappelle,New in Town 
,,,,,J.K. Simmons,Syriana 
,,,,,Matt Damon,American Psycho 
,,,,,Christian Bale,The Good Girl 
,,,,,Jake Gyllenhaal,Bon Cop Bad Cop 
,,,,,Colm Feore,The Boondock Saints II: All Saints Day 
,,,,,Norman Reedus,The City of Your Final Destination 
,,,,,Alexandra Maria Lara,Enough Said 
,,,,,Christopher Nicholas Smith,Easy A 
,,,,,Emma Stone,The Inkwell 
,,,,,Jada Pinkett Smith,Shadow of the Vampire 
,,,,,Eddie Izzard,Prom 
,,,,,Cameron Monaghan,The Pallbearer 
,,,,,Mark Margolis,Held Up 
,,,,,Barry Corbin,Woman on Top 
,,,,,Harold Perrineau,Howards End 
,,,,,Anthony Hopkins,Preacher             
,,,,,Dominic Cooper,Anomalisa 
,,,,,Jennifer Jason Leigh,Another Year 
,,,,,Jim Broadbent,8 Women 
,,,,,Catherine Deneuve,Showdown in Little Tokyo 
,,,,,Cary-Hiroyuki Tagawa,Clay Pigeons 
,,,,,Janeane Garofalo,It's Kind of a Funny Story 
,,,,,Zoë Kravitz,Made in Dagenham 
,,,,,Bob Hoskins,When Did You Last See Your Father? 
,,,,,Colin Firth,Prefontaine 
,,,,,Kurtwood Smith,The Wicked Lady 
,,,,,Faye Dunaway,The Secret of Kells 
,,,,,Sean Lennon,Begin Again 
,,,,,James Corden,Down in the Valley 
,,,,,Hunter Parrish,Brooklyn Rules 
,,,,,Jerry Ferrara,Restless 
,,,,,Rufus Sewell,The Singing Detective 
,,,,,Robert Downey Jr.,The Land Girls 
,,,,,Anna Friel,Fido 
,,,,,Alexia Fast,The Wendell Baker Story 
,,,,,Will Ferrell,Wild Target 
,,,,,Rupert Grint,Pathology 
,,,,,John de Lancie,Wuthering Heights             
,,,,,Tom Hardy,10th & Wolf 
,,,,,Brian Dennehy,Dear Wendy 
,,,,,Michael Angarano,Aloft 
,,,,,Ian Tracey,Akira 
,,,,,Mitsuo Iwata,The Death and Life of Bobby Z 
,,,,,Paul Walker,The Rocket: The Legend of Rocket Richard 
,,,,,Stephen McHattie,Swelter 
,,,,,Rachel Ann Mullins,My Lucky Star 
,,,,,Leehom Wang,Imagine Me & You 
,,,,,Celia Imrie,Mr. Church 
,,,,,Mckenna Grace,Swimming Pool 
,,,,,Charlotte Rampling,Green Street 3: Never Back Down 
,,,,,Spencer Wilding,The Blood of Heroes 
,,,,,Delroy Lindo,Code of Honor 
,,,,,Scott Takeda,Driving Miss Daisy 
,,,,,Morgan Freeman,Soul Food 
,,,,,Vanessa Williams,Rumble in the Bronx 
,,,,,Françoise Yip,Far from Men 
,,,,,Viggo Mortensen,Thank You for Smoking 
,,,,,J.K. Simmons,Hostel: Part II 
,,,,,Jay Hernandez,An Education 
,,,,,Dominic Cooper,Shopgirl 
,,,,,Frances Conroy,The Hotel New Hampshire 
,,,,,Joely Richardson,Narc 
,,,,,Jason Patric,Men with Brooms 
,,,,,Molly Parker,Witless Protection 
,,,,,Ivana Milicevic,The Work and the Glory 
,,,,,Eric Johnson,Extract 
,,,,,J.K. Simmons,Masked and Anonymous 
,,,,,Jeff Bridges,Alias Betty 
,,,,,Sandrine Kiberlain,Code 46 
,,,,,Samantha Morton,Outside Bet 
,,,,,Bob Hoskins,Crash 
,,,,,Don Cheadle,Albert Nobbs 
,,,,,Mia Wasikowska,Black November 
,,,,,Akon,Ta Ra Rum Pum 
,,,,,Saif Ali Khan,Persepolis 
,,,,,Catherine Deneuve,The Hole 
,,,,,Bruce Dern,The Wave 
,,,,,Max Riemelt,The Neon Demon 
,,,,,Keanu Reeves,Harry Brown 
,,,,,Joseph Gilgun,Spider-Man 3 
,,,,,J.K. Simmons,The Omega Code 
,,,,,George Coe,Juno 
,,,,,J.K. Simmons,Pound of Flesh 
,,,,,Darren Shahlavi,Diamonds Are Forever 
,,,,,Desmond Llewelyn,The Godfather 
,,,,,Al Pacino,Flashdance 
,,,,,Michael Nouri,500 Days of Summer 
,,,,,Joseph Gordon-Levitt,The Piano 
,,,,,Holly Hunter,Magic Mike 
,,,,,Channing Tatum,Darkness Falls 
,,,,,Sullivan Stapleton,Live and Let Die 
,,,,,Yaphet Kotto,My Dog Skip 
,,,,,Clint Howard,"Definitely, Maybe "
,,,,,Ryan Reynolds,Jumping the Broom 
,,,,,Gary Dourdan,The Great Gatsby 
,,,,,Leonardo DiCaprio,"Good Night, and Good Luck. "
,,,,,Robert Downey Jr.,Capote 
,,,,,Philip Seymour Hoffman,Desperado 
,,,,,Quentin Tarantino,The Claim 
,,,,,Milla Jovovich,Fargo             
,,,,,Kirsten Dunst,Logan's Run 
,,,,,Farrah Fawcett,The Man with the Golden Gun 
,,,,,Christopher Lee,Action Jackson 
,,,,,Bill Duke,The Descent 
,,,,,MyAnna Buring,Michael Jordan to the Max 
,,,,,Bill Murray,Devil's Due 
,,,,,Zach Gilford,Flirting with Disaster 
,,,,,Lily Tomlin,The Devil's Rejects 
,,,,,Sid Haig,Buffy the Vampire Slayer             
,,,,,Sarah Michelle Gellar,Dope 
,,,,,Kimberly Elise,In Too Deep 
,,,,,LL Cool J,Skyfall 
,,,,,Albert Finney,House of 1000 Corpses 
,,,,,Sid Haig,Alien Zone 
,,,,,Bernard Fox,A Serious Man 
,,,,,Michael Stuhlbarg,Get Low 
,,,,,Bill Murray,Warlock 
,,,,,Julian Sands,Beyond the Lights 
,,,,,Minnie Driver,A Single Man 
,,,,,Colin Firth,The Last Temptation of Christ 
,,,,,Irvin Kershner,Outside Providence 
,,,,,Jonathan Brandis,Bride & Prejudice 
,,,,,Indira Varma,Rabbit-Proof Fence 
,,,,,Roy Billing,Who's Your Caddy? 
,,,,,Jeffrey Jones,Split Second 
,,,,,Michael J. Pollard,Nikita             
,,,,,Melinda Clarke,The Other Side of Heaven 
,,,,,Anne Hathaway,Dark Angel             
,,,,,Jensen Ackles,Veer-Zaara 
,,,,,Shah Rukh Khan,Redbelt 
,,,,,Alice Braga,Cyrus 
,,,,,Matt Walsh,A Dog of Flanders 
,,,,,Bruce McGill,Auto Focus 
,,,,,Ed Begley Jr.,Factory Girl 
,,,,,Hayden Christensen,We Need to Talk About Kevin 
,,,,,Ezra Miller,The Christmas Candle 
,,,,,Samantha Barks,The Mighty Macs 
,,,,,Ellen Burstyn,Losin' It 
,,,,,Tom Cruise,Mother and Child 
,,,,,Naomi Watts,March or Die 
,,,,,Catherine Deneuve,Les visiteurs 
,,,,,Christian Clavier,Somewhere 
,,,,,Nathalie Fay,I Hope They Serve Beer in Hell 
,,,,,Geoff Stults,Chairman of the Board 
,,,,,Taylor Negron,Hesher 
,,,,,Joseph Gordon-Levitt,Dom Hemingway 
,,,,,Richard E. Grant,Gerry 
,,,,,Matt Damon,The Heart of Me 
,,,,,Olivia Williams,Freeheld 
,,,,,Steve Carell,The Extra Man 
,,,,,Lynn Cohen,Hard to Be a God 
,,,,,Leonid Yarmolnik,Ca$h 
,,,,,Chris Hemsworth,Wah-Wah 
,,,,,Emily Watson,The Boondock Saints 
,,,,,Norman Reedus,Z Storm 
,,,,,Michael Wong,Twixt 
,,,,,Alden Ehrenreich,Snow Queen 
,,,,,Erin Fitzgerald,Alpha and Omega 4: The Legend of the Saw Toothed Cave 
,,,,,Debi Derryberry,Pale Rider 
,,,,,Clint Eastwood,Stargate: The Ark of Truth 
,,,,,Ben Browder,Dazed and Confused 
,,,,,Milla Jovovich,High School Musical 2 
,,,,,Lucas Grabeel,Two Lovers and a Bear 
,,,,,Gordon Pinsent,Criminal Activities 
,,,,,Rex Baker,Aimee & Jaguar 
,,,,,Heike Makatsch,The Chumscrubber 
,,,,,Rory Culkin,Shade 
,,,,,Glenn Plummer,House at the End of the Street 
,,,,,Jennifer Lawrence,Incendies 
,,,,,Lubna Azabal,"Remember Me, My Love "
,,,,,Laura Morante,Perrier's Bounty 
,,,,,Jim Broadbent,Elite Squad 
,,,,,Wagner Moura,Annabelle 
,,,,,Alfre Woodard,Bran Nue Dae 
,,,,,Deborah Mailman,Boyz n the Hood 
,,,,,John Cothran,La Bamba 
,,,,,Esai Morales,The Four Seasons 
,,,,,Rita Moreno,Dressed to Kill 
,,,,,Angie Dickinson,The Adventures of Huck Finn 
,,,,,Curtis Armstrong,Go 
,,,,,Sarah Polley,Friends with Money 
,,,,,Greg Germann,The Andromeda Strain 
,,,,,David Wayne,Bats 
,,,,,Leon,Nowhere in Africa 
,,,,,Merab Ninidze,Shame 
,,,,,Michael Fassbender,Layer Cake 
,,,,,Tom Hardy,The Work and the Glory II: American Zion 
,,,,,Emily Podleski,The East 
,,,,,Alexander Skarsgård,A Home at the End of the World 
,,,,,Robin Wright,Aberdeen 
,,,,,Charlotte Rampling,The Messenger 
,,,,,Steve Buscemi,Tracker 
,,,,,Ray Winstone,Control 
,,,,,Sam Riley,The Terminator 
,,,,,Michael Biehn,Good Bye Lenin! 
,,,,,Florian Lukas,The Damned United 
,,,,,Stephen Graham,The Return of the Living Dead 
,,,,,Linnea Quigley,Gomorrah             
,,,,,Maria Pia Calzone,Mallrats 
,,,,,Ethan Suplee,Grease 
,,,,,Olivia Newton-John,Platoon 
,,,,,Johnny Depp,Fahrenheit 9/11 
,,,,,Osama bin Laden,Butch Cassidy and the Sundance Kid 
,,,,,Katharine Ross,Mary Poppins 
,,,,,Ed Wynn,Ordinary People 
,,,,,Adam Baldwin,Around the World in 80 Days 
,,,,,Jim Broadbent,West Side Story 
,,,,,Rita Moreno,Caddyshack 
,,,,,Bill Murray,The Brothers 
,,,,,Julie Benz,The Wood 
,,,,,Omar Epps,The Usual Suspects 
,,,,,Kevin Spacey,A Nightmare on Elm Street 5: The Dream Child 
,,,,,Lisa Wilcox,Van Wilder: Party Liaison 
,,,,,Ryan Reynolds,The Wrestler 
,,,,,Mark Margolis,Duel in the Sun 
,,,,,Joseph Cotten,Best in Show 
,,,,,John Michael Higgins,Escape from New York 
,,,,,Donald Pleasence,School Daze 
,,,,,Tisha Campbell-Martin,Daddy Day Camp 
,,,,,Lochlyn Munro,Mr. Nice Guy 
,,,,,Sammo Kam-Bo Hung,A Mighty Wind 
,,,,,Michael McKean,Mystic Pizza 
,,,,,Julia Roberts,War & Peace             
,,,,,Jim Broadbent,Sliding Doors 
,,,,,Jeanne Tripplehorn,Tales from the Hood 
,,,,,Corbin Bernsen,The Last King of Scotland 
,,,,,David Oyelowo,Halloween 5 
,,,,,Donald Pleasence,Bernie 
,,,,,Matthew McConaughey,Dolphins and Whales 3D: Tribes of the Ocean 
,,,,,Charlotte Rampling,Pollock 
,,,,,John Heard,200 Cigarettes 
,,,,,Janeane Garofalo,The Words 
,,,,,J.K. Simmons,Casa de mi Padre 
,,,,,Will Ferrell,City Island 
,,,,,Ezra Miller,The Guard 
,,,,,Don Cheadle,College 
,,,,,Drake Bell,The Virgin Suicides 
,,,,,Kirsten Dunst,Little Voice 
,,,,,Jim Broadbent,Miss March 
,,,,,Hugh M. Hefner,Wish I Was Here 
,,,,,Jim Parsons,Simply Irresistible 
,,,,,Sarah Michelle Gellar,Veronica Mars             
,,,,,Francis Capra,Hedwig and the Angry Inch 
,,,,,John Cameron Mitchell,Only the Strong 
,,,,,Antoni Corone,Goddess of Love 
,,,,,Rachel Alig,Shattered Glass 
,,,,,Hayden Christensen,Novocaine 
,,,,,Chelcie Ross,The Business of Strangers 
,,,,,Stockard Channing,The Wild Bunch 
,,,,,William Holden,The Wackness 
,,,,,Mary-Kate Olsen,The Great Train Robbery 
,,,,,Lesley-Anne Down,Morvern Callar 
,,,,,Samantha Morton,Beastmaster 2: Through the Portal of Time 
,,,,,Michael Berryman,The 5th Quarter 
,,,,,Aidan Quinn,The Flower of Evil 
,,,,,Benoît Magimel,The Greatest 
,,,,,Jennifer Ehle,Snow Flower and the Secret Fan 
,,,,,Bingbing Li,Come Early Morning 
,,,,,Tim Blake Nelson,Lucky Break 
,,,,,James Nesbitt,Julia 
,,,,,Meryl Streep,"Surfer, Dude "
,,,,,Matthew McConaughey,Lake of Fire 
,,,,,Noam Chomsky,11:14 
,,,,,Henry Thomas,Men of War 
,,,,,Catherine Bell,Don McKay 
,,,,,Pruitt Taylor Vince,Deadfall 
,,,,,Charlie Hunnam,A Shine of Rainbows 
,,,,,Connie Nielsen,The Hit List 
,,,,,Drew Waters,Emma             
,,,,,Romola Garai,Videodrome 
,,,,,Debbie Harry,L'auberge espagnole 
,,,,,Romain Duris,Song One 
,,,,,Anne Hathaway,Murder by Numbers 
,,,,,Ryan Gosling,Winter in Wartime 
,,,,,Yorick van Wageningen,Freaky Deaky 
,,,,,Billy Burke,The Train 
,,,,,Jeanne Moreau,Trade of Innocents 
,,,,,Mira Sorvino,The Protector 
,,,,,Jon Foo,Stiff Upper Lips 
,,,,,Sean Pertwee,The Inbetweeners             
,,,,,Simon Bird,Bend It Like Beckham 
,,,,,Archie Panjabi,Sunshine State 
,,,,,Miguel Ferrer,Crossover 
,,,,,Wesley Jonathan,Khiladi 786 
,,,,,Asin,[Rec] 2 
,,,,,Jonathan D. Mellor,Standing Ovation 
,,,,,Kayla Jackson,The Sting 
,,,,,Eileen Brennan,Chariots of Fire 
,,,,,Alice Krige,Diary of a Mad Black Woman 
,,,,,Cicely Tyson,Shine 
,,,,,Noah Taylor,Don Jon 
,,,,,Joseph Gordon-Levitt,High Plains Drifter 
,,,,,Clint Eastwood,Ghost World 
,,,,,Scarlett Johansson,Iris 
,,,,,Kate Winslet,Galaxina 
,,,,,Stephen Macht,The Chorus 
,,,,,Jean-Baptiste Maunier,Mambo Italiano 
,,,,,Paul Sorvino,Wonderland 
,,,,,Alexis Dziena,Do the Right Thing 
,,,,,Ruby Dee,Harvard Man 
,,,,,Sarah Michelle Gellar,Le Havre 
,,,,,Jean-Pierre Léaud,Irreversible 
,,,,,Philippe Nahon,R100 
,,,,,Lindsay Kay Hayward,Rang De Basanti 
,,,,,Anupam Kher,Animals 
,,,,,Kim Shaw,Salvation Boulevard 
,,,,,Jim Gaffigan,The Ten 
,,,,,Jon Hamm,A Room for Romeo Brass 
,,,,,Bob Hoskins,Headhunters 
,,,,,Aksel Hennie,Grabbers 
,,,,,Russell Tovey,Saint Ralph 
,,,,,Campbell Scott,Miss Julie 
,,,,,Samantha Morton,Somewhere in Time 
,,,,,Teresa Wright,Dum Maaro Dum 
,,,,,Abhishek Bachchan,Insidious: Chapter 2 
,,,,,Lin Shaye,Saw II 
,,,,,Emmanuelle Vaugier,10 Cloverfield Lane 
,,,,,Bradley Cooper,Jackass: The Movie 
,,,,,Bam Margera,Lights Out 
,,,,,Billy Burke,Paranormal Activity 3 
,,,,,Johanna Braddy,Ouija 
,,,,,Lin Shaye,A Nightmare on Elm Street 3: Dream Warriors 
,,,,,John Saxon,The Gift 
,,,,,Busy Philipps,Instructions Not Included 
,,,,,Eugenio Derbez,Paranormal Activity 4 
,,,,,Matt Shively,The Robe 
,,,,,Richard Burton,The Return of the Pink Panther 
,,,,,Burt Kwouk,Freddy's Dead: The Final Nightmare 
,,,,,Johnny Depp,Monster 
,,,,,Charlize Theron,"20,000 Leagues Under the Sea "
,,,,,James Mason,Paranormal Activity: The Marked Ones 
,,,,,Richard Cabral,The Elephant Man 
,,,,,Anthony Hopkins,Dallas Buyers Club 
,,,,,Matthew McConaughey,The Lazarus Effect 
,,,,,Olivia Wilde,Memento 
,,,,,Callum Rennie,Oculus 
,,,,,James Lafferty,Clerks II 
,,,,,Ethan Suplee,Billy Elliot 
,,,,,Julie Walters,The Way Way Back 
,,,,,Steve Carell,House Party 2 
,,,,,William Schallert,The Man from Snowy River 
,,,,,Tony Bonner,Doug's 1st Movie 
,,,,,Frank Welker,The Apostle 
,,,,,John Beasley,Mommie Dearest 
,,,,,Faye Dunaway,Our Idiot Brother 
,,,,,Zooey Deschanel,Race 
,,,,,William Hurt,The Players Club 
,,,,,Bernie Mac,O 
,,,,,Mekhi Phifer,"As Above, So Below "
,,,,,Ben Feldman,Addicted 
